title,year,avgRating,votes,directorName,writeName,runtime,genre
"Game Over, Man!",2018,5.4,13137,Kyle Newacheck,Anders Holm,101,"Action,Comedy"
"Game Over, Man!",2018,5.4,13137,Kyle Newacheck,Blake Anderson,101,"Action,Comedy"
"Game Over, Man!",2018,5.4,13137,Kyle Newacheck,Adam Devine,101,"Action,Comedy"
"Game Over, Man!",2018,5.4,13137,Kyle Newacheck,Kyle Newacheck,101,"Action,Comedy"
Mute,2018,5.4,17547,Duncan Jones,Duncan Jones,126,"Mystery,Sci-Fi,Thriller"
Mute,2018,5.4,17547,Duncan Jones,Michael Robert Johnson,126,"Mystery,Sci-Fi,Thriller"
The Titan,2018,4.9,11875,Lennart Ruff,Max Hurwitz,97,"Sci-Fi,Thriller"
The Titan,2018,4.9,11875,Lennart Ruff,Arash Amel,97,"Sci-Fi,Thriller"
Fifty Shades Freed,2018,4.4,22282,James Foley,Niall Leonard,105,"Drama,Romance,Thriller"
Fifty Shades Freed,2018,4.4,22282,James Foley,E.L. James,105,"Drama,Romance,Thriller"
A Wrinkle in Time,2018,4.2,12371,Ava DuVernay,Madeleine L'Engle,109,"Adventure,Family,Fantasy"
A Wrinkle in Time,2018,4.2,12371,Ava DuVernay,Jennifer Lee,109,"Adventure,Family,Fantasy"
A Wrinkle in Time,2018,4.2,12371,Ava DuVernay,Jeff Stockwell,109,"Adventure,Family,Fantasy"
The Open House,2018,3.3,16749,Matt Angel,Matt Angel,94,"Horror,Thriller"
The Open House,2018,3.3,16749,Suzanne Coote,Matt Angel,94,"Horror,Thriller"
The Open House,2018,3.3,16749,Matt Angel,Suzanne Coote,94,"Horror,Thriller"
The Open House,2018,3.3,16749,Suzanne Coote,Suzanne Coote,94,"Horror,Thriller"
Ayla: The Daughter of War,2017,9.0,19084,Can Ulkay,Yigit Güralp,125,"Drama,History,War"
Vikram Vedha,2017,8.9,11143,Pushkar,Manikandan,147,"Action,Crime,Thriller"
Vikram Vedha,2017,8.9,11143,Gayatri,Manikandan,147,"Action,Crime,Thriller"
Vikram Vedha,2017,8.9,11143,Pushkar,Pushkar,147,"Action,Crime,Thriller"
Vikram Vedha,2017,8.9,11143,Gayatri,Pushkar,147,"Action,Crime,Thriller"
Vikram Vedha,2017,8.9,11143,Pushkar,Gayatri,147,"Action,Crime,Thriller"
Vikram Vedha,2017,8.9,11143,Gayatri,Gayatri,147,"Action,Crime,Thriller"
Coco,2017,8.5,160979,Lee Unkrich,Lee Unkrich,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Adrian Molina,Lee Unkrich,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Lee Unkrich,Matthew Aldrich,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Adrian Molina,Matthew Aldrich,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Lee Unkrich,Jason Katz,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Adrian Molina,Jason Katz,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Lee Unkrich,Adrian Molina,105,"Adventure,Animation,Comedy"
Coco,2017,8.5,160979,Adrian Molina,Adrian Molina,105,"Adventure,Animation,Comedy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,S.S. Rajamouli,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,Manoj Muntashir,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,C.H. Vijay Kumar,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,Mankombu Gopalakrishnan,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,Vijayendra Prasad,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,Madhan Karky,167,"Action,Drama,Fantasy"
Baahubali 2: The Conclusion,2017,8.4,56146,S.S. Rajamouli,Ajay Kumar,167,"Action,Drama,Fantasy"
Mersal,2017,8.3,19164,Atlee Kumar,Vijayendra Prasad,172,"Action,Drama,Fantasy"
Mersal,2017,8.3,19164,Atlee Kumar,Ramanagirivasan,172,"Action,Drama,Fantasy"
Mersal,2017,8.3,19164,Atlee Kumar,Atlee Kumar,172,"Action,Drama,Fantasy"
"Three Billboards Outside Ebbing, Missouri",2017,8.2,220136,Martin McDonagh,Martin McDonagh,115,"Crime,Drama"
Secret Superstar,2017,8.1,10283,Advait Chandan,Advait Chandan,150,"Drama,Family,Music"
Blade Runner 2049,2017,8.1,284099,Denis Villeneuve,Hampton Fancher,164,"Drama,Mystery,Sci-Fi"
Blade Runner 2049,2017,8.1,284099,Denis Villeneuve,Philip K. Dick,164,"Drama,Mystery,Sci-Fi"
Blade Runner 2049,2017,8.1,284099,Denis Villeneuve,Michael Green,164,"Drama,Mystery,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Scott Frank,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Christopher Yost,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Craig Kyle,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,John Byrne,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Steven McNiven,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,John Romita Sr.,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Herb Trimpe,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Mark Millar,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Stan Lee,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Jack Kirby,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Dave Cockrum,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,James Mangold,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Michael Green,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Chris Claremont,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Len Wein,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Marc Silvestri,137,"Action,Drama,Sci-Fi"
Logan,2017,8.1,472542,James Mangold,Roy Thomas,137,"Action,Drama,Sci-Fi"
Icarus,2017,8.0,19877,Bryan Fogel,Mark Monroe,121,"Documentary,Sport,Thriller"
Icarus,2017,8.0,19877,Bryan Fogel,Bryan Fogel,121,"Documentary,Sport,Thriller"
Icarus,2017,8.0,19877,Bryan Fogel,Jon Bertain,121,"Documentary,Sport,Thriller"
Icarus,2017,8.0,19877,Bryan Fogel,Timothy Rode,121,"Documentary,Sport,Thriller"
Dunkirk,2017,8.0,380432,Christopher Nolan,Christopher Nolan,106,"Action,Drama,History"
Call Me by Your Name,2017,8.0,100030,Luca Guadagnino,André Aciman,132,"Drama,Romance"
Call Me by Your Name,2017,8.0,100030,Luca Guadagnino,James Ivory,132,"Drama,Romance"
Wonder,2017,8.0,70331,Stephen Chbosky,R.J. Palacio,113,"Drama,Family"
Wonder,2017,8.0,70331,Stephen Chbosky,Steve Conrad,113,"Drama,Family"
Wonder,2017,8.0,70331,Stephen Chbosky,Stephen Chbosky,113,"Drama,Family"
Wonder,2017,8.0,70331,Stephen Chbosky,Jack Thorne,113,"Drama,Family"
Loving Vincent,2017,7.9,25895,Hugh Welchman,Jacek Dehnel,94,"Animation,Biography,Crime"
Loving Vincent,2017,7.9,25895,Dorota Kobiela,Jacek Dehnel,94,"Animation,Biography,Crime"
Loving Vincent,2017,7.9,25895,Hugh Welchman,Hugh Welchman,94,"Animation,Biography,Crime"
Loving Vincent,2017,7.9,25895,Dorota Kobiela,Hugh Welchman,94,"Animation,Biography,Crime"
Loving Vincent,2017,7.9,25895,Hugh Welchman,Dorota Kobiela,94,"Animation,Biography,Crime"
Loving Vincent,2017,7.9,25895,Dorota Kobiela,Dorota Kobiela,94,"Animation,Biography,Crime"
Paddington 2,2017,7.9,25358,Paul King,Simon Farnaby,103,"Adventure,Animation,Comedy"
Paddington 2,2017,7.9,25358,Paul King,Paul King,103,"Adventure,Animation,Comedy"
Paddington 2,2017,7.9,25358,Paul King,Michael Bond,103,"Adventure,Animation,Comedy"
Hindi Medium,2017,7.9,12618,Saket Chaudhary,Amitosh Nagpal,132,"Comedy,Drama"
Hindi Medium,2017,7.9,12618,Saket Chaudhary,Saket Chaudhary,132,"Comedy,Drama"
Hindi Medium,2017,7.9,12618,Saket Chaudhary,Zeenat Lakhani,132,"Comedy,Drama"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Larry Lieber,130,"Action,Adventure,Comedy"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Christopher Yost,130,"Action,Adventure,Comedy"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Craig Kyle,130,"Action,Adventure,Comedy"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Eric Pearson,130,"Action,Adventure,Comedy"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Stan Lee,130,"Action,Adventure,Comedy"
Thor: Ragnarok,2017,7.9,301533,Taika Waititi,Jack Kirby,130,"Action,Adventure,Comedy"
What the Health,2017,7.9,20354,Keegan Kuhn,Keegan Kuhn,97,Documentary
What the Health,2017,7.9,20354,Kip Andersen,Keegan Kuhn,97,Documentary
What the Health,2017,7.9,20354,Keegan Kuhn,Kip Andersen,97,Documentary
What the Health,2017,7.9,20354,Kip Andersen,Kip Andersen,97,Documentary
The Greatest Showman,2017,7.8,109396,Michael Gracey,Jenny Bicks,105,"Biography,Drama,Musical"
The Greatest Showman,2017,7.8,109396,Michael Gracey,Bill Condon,105,"Biography,Drama,Musical"
Wind River,2017,7.8,119176,Taylor Sheridan,Taylor Sheridan,107,"Crime,Drama,Mystery"
Get Out,2017,7.7,296485,Jordan Peele,Jordan Peele,104,"Horror,Mystery,Thriller"
Phantom Thread,2017,7.7,52789,Paul Thomas Anderson,Paul Thomas Anderson,130,"Drama,Romance"
Only the Brave,2017,7.7,26139,Joseph Kosinski,Eric Warren Singer,134,"Biography,Drama"
Only the Brave,2017,7.7,26139,Joseph Kosinski,Ken Nolan,134,"Biography,Drama"
Only the Brave,2017,7.7,26139,Joseph Kosinski,Sean Flynn,134,"Biography,Drama"
On Body and Soul,2017,7.7,13456,Ildikó Enyedi,Ildikó Enyedi,116,"Drama,Romance"
Baby Driver,2017,7.7,291904,Edgar Wright,Edgar Wright,112,"Action,Crime,Music"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Steve Gan,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Larry Lieber,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Bill Mantlo,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Jim Starlin,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Keith Giffen,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Steve Gerber,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Stan Lee,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Jack Kirby,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,James Gunn,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Val Mayerik,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Steve Englehart,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Andy Lanning,136,"Action,Adventure,Sci-Fi"
Guardians of the Galaxy Vol. 2,2017,7.7,364118,James Gunn,Dan Abnett,136,"Action,Adventure,Sci-Fi"
Loveless,2017,7.7,15583,Andrey Zvyagintsev,Oleg Negin,127,Drama
Loveless,2017,7.7,15583,Andrey Zvyagintsev,Andrey Zvyagintsev,127,Drama
"I, Tonya",2017,7.6,82207,Craig Gillespie,Steven Rogers,120,"Biography,Comedy,Drama"
The Big Sick,2017,7.6,82795,Michael Showalter,Kumail Nanjiani,120,"Comedy,Drama,Romance"
The Big Sick,2017,7.6,82795,Michael Showalter,Emily V. Gordon,120,"Comedy,Drama,Romance"
The Disaster Artist,2017,7.6,73280,James Franco,Scott Neustadter,104,"Biography,Comedy,Drama"
The Disaster Artist,2017,7.6,73280,James Franco,Michael H. Weber,104,"Biography,Comedy,Drama"
The Disaster Artist,2017,7.6,73280,James Franco,Tom Bissell,104,"Biography,Comedy,Drama"
The Disaster Artist,2017,7.6,73280,James Franco,Greg Sestero,104,"Biography,Comedy,Drama"
Gifted,2017,7.6,65005,Marc Webb,Tom Flynn,101,Drama
The Florida Project,2017,7.6,45097,Sean Baker,Chris Bergoch,111,Drama
The Florida Project,2017,7.6,45097,Sean Baker,Sean Baker,111,Drama
Molly's Game,2017,7.5,54399,Aaron Sorkin,Aaron Sorkin,140,"Biography,Crime,Drama"
Molly's Game,2017,7.5,54399,Aaron Sorkin,Molly Bloom,140,"Biography,Crime,Drama"
John Wick: Chapter 2,2017,7.5,224774,Chad Stahelski,Derek Kolstad,122,"Action,Crime,Thriller"
Mudbound,2017,7.5,24713,Dee Rees,Virgil Williams,134,"Drama,War"
Mudbound,2017,7.5,24713,Dee Rees,Hillary Jordan,134,"Drama,War"
Mudbound,2017,7.5,24713,Dee Rees,Dee Rees,134,"Drama,War"
Wonder Woman,2017,7.5,402624,Patty Jenkins,William Moulton Marston,141,"Action,Adventure,Fantasy"
Wonder Woman,2017,7.5,402624,Patty Jenkins,Harry G. Peter,141,"Action,Adventure,Fantasy"
Wonder Woman,2017,7.5,402624,Patty Jenkins,Jason Fuchs,141,"Action,Adventure,Fantasy"
Wonder Woman,2017,7.5,402624,Patty Jenkins,Zack Snyder,141,"Action,Adventure,Fantasy"
Wonder Woman,2017,7.5,402624,Patty Jenkins,Allan Heinberg,141,"Action,Adventure,Fantasy"
War for the Planet of the Apes,2017,7.5,166066,Matt Reeves,Rick Jaffa,140,"Action,Adventure,Drama"
War for the Planet of the Apes,2017,7.5,166066,Matt Reeves,Amanda Silver,140,"Action,Adventure,Drama"
War for the Planet of the Apes,2017,7.5,166066,Matt Reeves,Pierre Boulle,140,"Action,Adventure,Drama"
War for the Planet of the Apes,2017,7.5,166066,Matt Reeves,Mark Bomback,140,"Action,Adventure,Drama"
War for the Planet of the Apes,2017,7.5,166066,Matt Reeves,Matt Reeves,140,"Action,Adventure,Drama"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Christopher Ford,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Chris McKenna,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Jonathan Goldstein,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Erik Sommers,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Stan Lee,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Jack Kirby,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Jon Watts,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Steve Ditko,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,John Francis Daley,133,"Action,Adventure,Sci-Fi"
Spider-Man: Homecoming,2017,7.5,306478,Jon Watts,Joe Simon,133,"Action,Adventure,Sci-Fi"
The Shape of Water,2017,7.5,200002,Guillermo del Toro,Guillermo del Toro,123,"Adventure,Drama,Fantasy"
The Shape of Water,2017,7.5,200002,Guillermo del Toro,Vanessa Taylor,123,"Adventure,Drama,Fantasy"
It,2017,7.5,267463,Andy Muschietti,Cary Joji Fukunaga,135,"Drama,Horror,Thriller"
It,2017,7.5,267463,Andy Muschietti,Gary Dauberman,135,"Drama,Horror,Thriller"
It,2017,7.5,267463,Andy Muschietti,Stephen King,135,"Drama,Horror,Thriller"
It,2017,7.5,267463,Andy Muschietti,Chase Palmer,135,"Drama,Horror,Thriller"
Lady Bird,2017,7.5,114016,Greta Gerwig,Greta Gerwig,94,"Comedy,Drama"
The Square,2017,7.4,29895,Ruben Östlund,Ruben Östlund,151,"Comedy,Drama"
Toilet - Ek Prem Katha,2017,7.4,10860,Shree Narayan Singh,Siddharth,155,"Comedy,Drama"
Toilet - Ek Prem Katha,2017,7.4,10860,Shree Narayan Singh,Garima,155,"Comedy,Drama"
Darkest Hour,2017,7.4,90830,Joe Wright,Anthony McCarten,125,"Biography,Drama,History"
Detroit,2017,7.4,29865,Kathryn Bigelow,Mark Boal,143,"Crime,Drama,Thriller"
Okja,2017,7.4,58557,Joon-ho Bong,Jon Ronson,120,"Action,Adventure,Drama"
Okja,2017,7.4,58557,Joon-ho Bong,Joon-ho Bong,120,"Action,Adventure,Drama"
Star Wars: The Last Jedi,2017,7.3,366323,Rian Johnson,George Lucas,152,"Action,Adventure,Fantasy"
Star Wars: The Last Jedi,2017,7.3,366323,Rian Johnson,Rian Johnson,152,"Action,Adventure,Fantasy"
Hostiles,2017,7.3,16013,Scott Cooper,Donald E. Stewart,134,"Adventure,Drama,Western"
Hostiles,2017,7.3,16013,Scott Cooper,Scott Cooper,134,"Adventure,Drama,Western"
Jolly LLB 2,2017,7.3,15869,Subhash Kapoor,Subhash Kapoor,137,"Comedy,Crime,Drama"
Shot Caller,2017,7.3,44487,Ric Roman Waugh,Ric Roman Waugh,121,"Crime,Drama,Thriller"
T2 Trainspotting,2017,7.3,80306,Danny Boyle,John Hodge,117,Drama
T2 Trainspotting,2017,7.3,80306,Danny Boyle,Irvine Welsh,117,Drama
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Godtfred Kirk Christiansen,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,William Moulton Marston,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Chris McKenna,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,John Whittington,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Harry G. Peter,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Erik Sommers,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Jerry Siegel,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Joe Shuster,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Seth Grahame-Smith,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Jared Stern,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Jens Nygaard Knudsen,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Bob Kane,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Ole Kirk Christiansen,104,"Action,Adventure,Animation"
The LEGO Batman Movie,2017,7.3,98124,Chris McKay,Bill Finger,104,"Action,Adventure,Animation"
Good Time,2017,7.3,36698,Benny Safdie,Ronald Bronstein,101,"Crime,Drama,Thriller"
Good Time,2017,7.3,36698,Josh Safdie,Ronald Bronstein,101,"Crime,Drama,Thriller"
Good Time,2017,7.3,36698,Benny Safdie,Josh Safdie,101,"Crime,Drama,Thriller"
Good Time,2017,7.3,36698,Josh Safdie,Josh Safdie,101,"Crime,Drama,Thriller"
American Made,2017,7.2,94950,Doug Liman,Gary Spinelli,115,"Action,Biography,Comedy"
The Post,2017,7.2,64129,Steven Spielberg,Josh Singer,116,"Biography,Drama,History"
The Post,2017,7.2,64129,Steven Spielberg,Liz Hannah,116,"Biography,Drama,History"
The Death of Stalin,2017,7.2,30717,Armando Iannucci,Armando Iannucci,107,Comedy
The Death of Stalin,2017,7.2,30717,Armando Iannucci,David Schneider,107,Comedy
The Death of Stalin,2017,7.2,30717,Armando Iannucci,Ian Martin,107,Comedy
The Death of Stalin,2017,7.2,30717,Armando Iannucci,Fabien Nury,107,Comedy
The Death of Stalin,2017,7.2,30717,Armando Iannucci,Peter Fellows,107,Comedy
The Death of Stalin,2017,7.2,30717,Armando Iannucci,Thierry Robin,107,Comedy
Brawl in Cell Block 99,2017,7.2,30052,S. Craig Zahler,S. Craig Zahler,132,"Crime,Drama"
Beauty and the Beast,2017,7.2,205124,Bill Condon,Gabrielle-Suzanne Barbot de Villeneuve,129,"Family,Fantasy,Musical"
