title,year,avgRating,votes,directorName,writeName,runtime,genre
One Missed Call,2008,4.0,28398,Eric Valette,Yasushi Akimoto,87,"Horror,Mystery"
Prom Night,2008,3.9,30092,Nelson McCormick,J.S. Cardone,88,"Horror,Mystery"
Beverly Hills Chihuahua,2008,3.8,19278,Raja Gosnell,Jeffrey Bushell,91,"Adventure,Comedy,Drama"
Beverly Hills Chihuahua,2008,3.8,19278,Raja Gosnell,Analisa LaBianco,91,"Adventure,Comedy,Drama"
The Love Guru,2008,3.8,45753,Marco Schnabel,Graham Gordy,87,"Comedy,Romance,Sport"
The Love Guru,2008,3.8,45753,Marco Schnabel,Mike Myers,87,"Comedy,Romance,Sport"
Expelled: No Intelligence Allowed,2008,3.7,11496,Nathan Frankowski,Kevin Miller,90,Documentary
Expelled: No Intelligence Allowed,2008,3.7,11496,Nathan Frankowski,Ben Stein,90,Documentary
Far Cry,2008,3.1,12063,Uwe Boll,Peter Scheerer,95,"Action,Adventure,Sci-Fi"
Far Cry,2008,3.1,12063,Uwe Boll,Masaji Takei,95,"Action,Adventure,Sci-Fi"
Far Cry,2008,3.1,12063,Uwe Boll,Michael Roesch,95,"Action,Adventure,Sci-Fi"
Meet the Spartans,2008,2.7,94389,Aaron Seltzer,Aaron Seltzer,86,Comedy
Meet the Spartans,2008,2.7,94389,Jason Friedberg,Aaron Seltzer,86,Comedy
Meet the Spartans,2008,2.7,94389,Aaron Seltzer,Jason Friedberg,86,Comedy
Meet the Spartans,2008,2.7,94389,Jason Friedberg,Jason Friedberg,86,Comedy
The Hottie & the Nottie,2008,1.9,34514,Tom Putnam,Heidi Ferrer,91,"Comedy,Romance"
Disaster Movie,2008,1.9,79543,Aaron Seltzer,Aaron Seltzer,87,Comedy
Disaster Movie,2008,1.9,79543,Jason Friedberg,Aaron Seltzer,87,Comedy
Disaster Movie,2008,1.9,79543,Aaron Seltzer,Jason Friedberg,87,Comedy
Disaster Movie,2008,1.9,79543,Jason Friedberg,Jason Friedberg,87,Comedy
Like Stars on Earth,2007,8.5,122403,Aamir Khan,Amole Gupte,165,"Drama,Family"
Like Stars on Earth,2007,8.5,122403,Amole Gupte,Amole Gupte,165,"Drama,Family"
Chak de! India,2007,8.2,60743,Shimit Amin,Jaideep Sahni,153,"Drama,Family,Sport"
The King of Kong: A Fistful of Quarters,2007,8.1,32554,Seth Gordon,Seth Gordon,79,"Biography,Documentary,Sport"
Persepolis,2007,8.1,78055,Marjane Satrapi,Marjane Satrapi,96,"Animation,Biography,Drama"
Persepolis,2007,8.1,78055,Vincent Paronnaud,Marjane Satrapi,96,"Animation,Biography,Drama"
Persepolis,2007,8.1,78055,Marjane Satrapi,Vincent Paronnaud,96,"Animation,Biography,Drama"
Persepolis,2007,8.1,78055,Vincent Paronnaud,Vincent Paronnaud,96,"Animation,Biography,Drama"
No Country for Old Men,2007,8.1,711702,Joel Coen,Joel Coen,122,"Crime,Drama,Thriller"
No Country for Old Men,2007,8.1,711702,Ethan Coen,Joel Coen,122,"Crime,Drama,Thriller"
No Country for Old Men,2007,8.1,711702,Joel Coen,Cormac McCarthy,122,"Crime,Drama,Thriller"
No Country for Old Men,2007,8.1,711702,Ethan Coen,Cormac McCarthy,122,"Crime,Drama,Thriller"
No Country for Old Men,2007,8.1,711702,Joel Coen,Ethan Coen,122,"Crime,Drama,Thriller"
No Country for Old Men,2007,8.1,711702,Ethan Coen,Ethan Coen,122,"Crime,Drama,Thriller"
Elite Squad,2007,8.1,88863,José Padilha,Luiz Eduardo Soares,115,"Action,Crime,Drama"
Elite Squad,2007,8.1,88863,José Padilha,José Padilha,115,"Action,Crime,Drama"
Elite Squad,2007,8.1,88863,José Padilha,Bráulio Mantovani,115,"Action,Crime,Drama"
Elite Squad,2007,8.1,88863,José Padilha,André Batista,115,"Action,Crime,Drama"
Elite Squad,2007,8.1,88863,José Padilha,Rodrigo Pimentel,115,"Action,Crime,Drama"
There Will Be Blood,2007,8.1,433540,Paul Thomas Anderson,Upton Sinclair,158,Drama
There Will Be Blood,2007,8.1,433540,Paul Thomas Anderson,Paul Thomas Anderson,158,Drama
Into the Wild,2007,8.1,493884,Sean Penn,Jon Krakauer,148,"Adventure,Biography,Drama"
Into the Wild,2007,8.1,493884,Sean Penn,Sean Penn,148,"Adventure,Biography,Drama"
The Bourne Ultimatum,2007,8.0,556859,Paul Greengrass,Scott Z. Burns,115,"Action,Mystery,Thriller"
The Bourne Ultimatum,2007,8.0,556859,Paul Greengrass,Tony Gilroy,115,"Action,Mystery,Thriller"
The Bourne Ultimatum,2007,8.0,556859,Paul Greengrass,George Nolfi,115,"Action,Mystery,Thriller"
The Bourne Ultimatum,2007,8.0,556859,Paul Greengrass,Robert Ludlum,115,"Action,Mystery,Thriller"
Jab We Met,2007,8.0,38394,Imtiaz Ali,Imtiaz Ali,138,"Comedy,Drama,Romance"
Earth,2007,8.0,13499,Alastair Fothergill,Alastair Fothergill,90,Documentary
Earth,2007,8.0,13499,Mark Linfield,Alastair Fothergill,90,Documentary
Earth,2007,8.0,13499,Alastair Fothergill,Leslie Megahey,90,Documentary
Earth,2007,8.0,13499,Mark Linfield,Leslie Megahey,90,Documentary
Earth,2007,8.0,13499,Alastair Fothergill,Mark Linfield,90,Documentary
Earth,2007,8.0,13499,Mark Linfield,Mark Linfield,90,Documentary
Sicko,2007,8.0,70018,Michael Moore,Michael Moore,123,"Documentary,Drama"
Ratatouille,2007,8.0,535004,Jan Pinkava,Bob Peterson,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Bob Peterson,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Jan Pinkava,Jim Capobianco,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Jim Capobianco,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Jan Pinkava,Jan Pinkava,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Jan Pinkava,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Jan Pinkava,Kathy Greenberg,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Kathy Greenberg,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Jan Pinkava,Brad Bird,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Brad Bird,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Jan Pinkava,Emily Cook,111,"Adventure,Animation,Comedy"
Ratatouille,2007,8.0,535004,Brad Bird,Emily Cook,111,"Adventure,Animation,Comedy"
The Diving Bell and the Butterfly,2007,8.0,95731,Julian Schnabel,Ronald Harwood,112,"Biography,Drama"
The Diving Bell and the Butterfly,2007,8.0,95731,Julian Schnabel,Jean-Dominique Bauby,112,"Biography,Drama"
The Class,2007,8.0,12719,Ilmar Raag,Roland Laos,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Virgo Ernits,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Mikk Mägi,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Lauri Pedaja,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Kadi Metsla,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Ilmar Raag,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Karl Sakrits,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Mikk Jürjens,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Riina Ries,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Paula Solvak,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Triin Tenso,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Vallo Kirs,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Pärt Uusberg,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Maario Masing,99,Drama
The Class,2007,8.0,12719,Ilmar Raag,Joonas Paas,99,Drama
For Love and Honor,2007,7.9,15438,Ömer Vargi,Yavuz Turgul,140,"Action,Crime,Drama"
The Edge of Heaven,2007,7.9,27963,Fatih Akin,Fatih Akin,122,Drama
Hot Fuzz,2007,7.9,398551,Edgar Wright,Simon Pegg,121,"Action,Comedy"
Hot Fuzz,2007,7.9,398551,Edgar Wright,Edgar Wright,121,"Action,Comedy"
The Man from Earth,2007,7.9,150976,Richard Schenkman,Jerome Bixby,87,"Drama,Fantasy,Sci-Fi"
Once,2007,7.9,101333,John Carney,John Carney,86,"Drama,Music,Romance"
"4 Months, 3 Weeks and 2 Days",2007,7.9,49704,Cristian Mungiu,Cristian Mungiu,113,Drama
Guru,2007,7.8,18269,Mani Ratnam,Suhasini,166,"Biography,Drama,Musical"
Guru,2007,7.8,18269,Mani Ratnam,Vijay Krishna Acharya,166,"Biography,Drama,Musical"
Guru,2007,7.8,18269,Mani Ratnam,Mani Ratnam,166,"Biography,Drama,Musical"
Guru,2007,7.8,18269,Mani Ratnam,Anurag Kashyap,166,"Biography,Drama,Musical"
Guru,2007,7.8,18269,Mani Ratnam,Sujatha,166,"Biography,Drama,Musical"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Hideaki Anno,Hideaki Anno,98,"Action,Animation,Drama"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Masayuki,Hideaki Anno,98,"Action,Animation,Drama"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Kazuya Tsurumaki,Hideaki Anno,98,"Action,Animation,Drama"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Hideaki Anno,Yoshiki Sakurai,98,"Action,Animation,Drama"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Masayuki,Yoshiki Sakurai,98,"Action,Animation,Drama"
Evangelion: 1.0 You Are (Not) Alone,2007,7.8,14449,Kazuya Tsurumaki,Yoshiki Sakurai,98,"Action,Animation,Drama"
Shelter,2007,7.8,18200,Jonah Markowitz,Jonah Markowitz,97,"Drama,Romance,Sport"
Sword of the Stranger,2007,7.8,11992,Masahiro Andô,Fumihiko Takayama,103,"Action,Adventure,Animation"
Atonement,2007,7.8,215501,Joe Wright,Christopher Hampton,123,"Drama,Mystery,Romance"
Atonement,2007,7.8,215501,Joe Wright,Ian McEwan,123,"Drama,Mystery,Romance"
American Gangster,2007,7.8,350486,Ridley Scott,Steven Zaillian,157,"Biography,Crime,Drama"
American Gangster,2007,7.8,350486,Ridley Scott,Mark Jacobson,157,"Biography,Crime,Drama"
Encounters at the End of the World,2007,7.8,15390,Werner Herzog,Werner Herzog,99,Documentary
Zodiac,2007,7.7,360284,David Fincher,James Vanderbilt,157,"Crime,Drama,History"
Zodiac,2007,7.7,360284,David Fincher,Robert Graysmith,157,"Crime,Drama,History"
Gone Baby Gone,2007,7.7,220375,Ben Affleck,Ben Affleck,114,"Crime,Drama,Mystery"
Gone Baby Gone,2007,7.7,220375,Ben Affleck,Aaron Stockard,114,"Crime,Drama,Mystery"
Gone Baby Gone,2007,7.7,220375,Ben Affleck,Dennis Lehane,114,"Crime,Drama,Mystery"
3:10 to Yuma,2007,7.7,258347,James Mangold,Derek Haas,122,"Action,Adventure,Crime"
3:10 to Yuma,2007,7.7,258347,James Mangold,Michael Brandt,122,"Action,Adventure,Crime"
3:10 to Yuma,2007,7.7,258347,James Mangold,Halsted Welles,122,"Action,Adventure,Crime"
3:10 to Yuma,2007,7.7,258347,James Mangold,Elmore Leonard,122,"Action,Adventure,Crime"
5 Centimeters Per Second,2007,7.7,38192,Makoto Shinkai,Alexander Von David,63,"Animation,Drama,Romance"
5 Centimeters Per Second,2007,7.7,38192,Makoto Shinkai,Makoto Shinkai,63,"Animation,Drama,Romance"
5 Centimeters Per Second,2007,7.7,38192,Makoto Shinkai,Steven Foster,63,"Animation,Drama,Romance"
12,2007,7.7,12637,Nikita Mikhalkov,Aleksandr Novototskiy-Vlasov,159,"Crime,Drama,Thriller"
12,2007,7.7,12637,Nikita Mikhalkov,Vladimir Moiseenko,159,"Crime,Drama,Thriller"
12,2007,7.7,12637,Nikita Mikhalkov,Nikita Mikhalkov,159,"Crime,Drama,Thriller"
Control,2007,7.7,55570,Anton Corbijn,Deborah Curtis,122,"Biography,Drama,Music"
Control,2007,7.7,55570,Anton Corbijn,Matt Greenhalgh,122,"Biography,Drama,Music"
Boy A,2007,7.7,34956,John Crowley,Jonathan Trigell,102,Drama
Boy A,2007,7.7,34956,John Crowley,Mark O'Rowe,102,Drama
Eastern Promises,2007,7.7,205983,David Cronenberg,Steven Knight,100,"Crime,Drama,Mystery"
Stardust,2007,7.7,229598,Matthew Vaughn,Neil Gaiman,127,"Adventure,Family,Fantasy"
Stardust,2007,7.7,229598,Matthew Vaughn,Jane Goldman,127,"Adventure,Family,Fantasy"
Stardust,2007,7.7,229598,Matthew Vaughn,Matthew Vaughn,127,"Adventure,Family,Fantasy"
The Visitor,2007,7.7,39336,Tom McCarthy,Tom McCarthy,104,Drama
Superbad,2007,7.6,461068,Greg Mottola,Evan Goldberg,113,Comedy
Superbad,2007,7.6,461068,Greg Mottola,Seth Rogen,113,Comedy
Grindhouse,2007,7.6,164959,Quentin Tarantino,Jason Eisener,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Jason Eisener,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Jason Eisener,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Jason Eisener,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Jason Eisener,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Rob Cotterill,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Rob Cotterill,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Rob Cotterill,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Rob Cotterill,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Rob Cotterill,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,John Davies,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,John Davies,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,John Davies,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,John Davies,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,John Davies,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Quentin Tarantino,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Quentin Tarantino,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Quentin Tarantino,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Quentin Tarantino,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Quentin Tarantino,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Eli Roth,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Eli Roth,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Eli Roth,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Eli Roth,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Eli Roth,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Robert Rodriguez,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Robert Rodriguez,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Robert Rodriguez,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Robert Rodriguez,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Robert Rodriguez,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Edgar Wright,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Edgar Wright,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Edgar Wright,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Edgar Wright,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Edgar Wright,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Jeff Rendell,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Jeff Rendell,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Jeff Rendell,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Jeff Rendell,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Jeff Rendell,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Quentin Tarantino,Rob Zombie,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Eli Roth,Rob Zombie,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Robert Rodriguez,Rob Zombie,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Edgar Wright,Rob Zombie,191,"Action,Horror,Thriller"
Grindhouse,2007,7.6,164959,Rob Zombie,Rob Zombie,191,"Action,Horror,Thriller"
The Counterfeiters,2007,7.6,39552,Stefan Ruzowitzky,Stefan Ruzowitzky,98,"Crime,Drama,War"
The Counterfeiters,2007,7.6,39552,Stefan Ruzowitzky,Adolf Burger,98,"Crime,Drama,War"
The Great Debaters,2007,7.6,51489,Denzel Washington,Jeffrey Porro,126,"Biography,Drama,Romance"
The Great Debaters,2007,7.6,51489,Denzel Washington,Tony Scherman,126,"Biography,Drama,Romance"
The Great Debaters,2007,7.6,51489,Denzel Washington,Robert Eisele,126,"Biography,Drama,Romance"
La Vie en Rose,2007,7.6,73738,Olivier Dahan,Isabelle Sobelman,140,"Biography,Drama,Music"
La Vie en Rose,2007,7.6,73738,Olivier Dahan,Olivier Dahan,140,"Biography,Drama,Music"
The Kite Runner,2007,7.6,72440,Marc Forster,David Benioff,128,Drama
The Kite Runner,2007,7.6,72440,Marc Forster,Khaled Hosseini,128,Drama
Taxi to the Dark Side,2007,7.6,12879,Alex Gibney,Alex Gibney,106,"Crime,Documentary,War"
"Lust, Caution",2007,7.6,33105,Ang Lee,James Schamus,157,"Drama,Romance,Thriller"
"Lust, Caution",2007,7.6,33105,Ang Lee,Hui-Ling Wang,157,"Drama,Romance,Thriller"
"Lust, Caution",2007,7.6,33105,Ang Lee,Eileen Chang,157,"Drama,Romance,Thriller"
The Band's Visit,2007,7.6,11700,Eran Kolirin,Eran Kolirin,87,"Comedy,Drama,Music"
"You, the Living",2007,7.5,12106,Roy Andersson,Roy Andersson,95,"Comedy,Drama,Music"
Ten Inch Hero,2007,7.5,10961,David Mackay,Betsy Morris,102,"Comedy,Drama,Romance"
Freedom Writers,2007,7.5,58771,Richard LaGravenese,Richard LaGravenese,123,"Biography,Crime,Drama"
Freedom Writers,2007,7.5,58771,Richard LaGravenese,Freedom Writers,123,"Biography,Crime,Drama"
Freedom Writers,2007,7.5,58771,Richard LaGravenese,Erin Gruwell,123,"Biography,Crime,Drama"
August Rush,2007,7.5,95435,Kirsten Sheridan,Nick Castle,114,"Drama,Music"
August Rush,2007,7.5,95435,Kirsten Sheridan,Paul Castro,114,"Drama,Music"
August Rush,2007,7.5,95435,Kirsten Sheridan,James V. Hart,114,"Drama,Music"
[Rec],2007,7.5,145504,Paco Plaza,Paco Plaza,78,"Horror,Mystery,Thriller"
[Rec],2007,7.5,145504,Jaume Balagueró,Paco Plaza,78,"Horror,Mystery,Thriller"
[Rec],2007,7.5,145504,Paco Plaza,Luiso Berdejo,78,"Horror,Mystery,Thriller"
[Rec],2007,7.5,145504,Jaume Balagueró,Luiso Berdejo,78,"Horror,Mystery,Thriller"
[Rec],2007,7.5,145504,Paco Plaza,Jaume Balagueró,78,"Horror,Mystery,Thriller"
[Rec],2007,7.5,145504,Jaume Balagueró,Jaume Balagueró,78,"Horror,Mystery,Thriller"
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,150320,Andrew Dominik,Ron Hansen,160,"Biography,Crime,Drama"
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,150320,Andrew Dominik,Andrew Dominik,160,"Biography,Crime,Drama"
Harry Potter and the Order of the Phoenix,2007,7.5,414813,David Yates,Michael Goldenberg,138,"Adventure,Family,Fantasy"
Harry Potter and the Order of the Phoenix,2007,7.5,414813,David Yates,J.K. Rowling,138,"Adventure,Family,Fantasy"
Sivaji,2007,7.5,13731,S. Shankar,Swanand Kirkire,188,"Action,Drama,Thriller"
Sivaji,2007,7.5,13731,S. Shankar,S. Shankar,188,"Action,Drama,Thriller"
Sivaji,2007,7.5,13731,S. Shankar,Sujatha,188,"Action,Drama,Thriller"
The Orphanage,2007,7.5,131561,J.A. Bayona,Sergio G. Sánchez,105,"Drama,Mystery,Thriller"
Reign Over Me,2007,7.5,88067,Mike Binder,Mike Binder,124,Drama
Juno,2007,7.5,449339,Jason Reitman,Diablo Cody,96,"Comedy,Drama"
The Simpsons Movie,2007,7.4,279114,David Silverman,Al Jean,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Mike Scully,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,John Frink,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,James L. Brooks,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Matt Groening,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Michael Price,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Tim Long,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Sam Simon,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,George Meyer,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Joel H. Cohen,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Jon Vitti,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Mike Reiss,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Matt Selman,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,Ian Maxtone-Graham,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,David Mirkin,87,"Adventure,Animation,Comedy"
The Simpsons Movie,2007,7.4,279114,David Silverman,John Swartzwelder,87,"Adventure,Animation,Comedy"
An American Crime,2007,7.4,27947,Tommy O'Haver,Irene Turner,98,"Biography,Crime,Drama"
An American Crime,2007,7.4,27947,Tommy O'Haver,Tommy O'Haver,98,"Biography,Crime,Drama"
Trade,2007,7.4,15715,Marco Kreuzpaintner,Peter Landesman,120,"Crime,Drama,Thriller"
Trade,2007,7.4,15715,Marco Kreuzpaintner,Jose Rivera,120,"Crime,Drama,Thriller"
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,308860,Tim Burton,John Logan,116,"Drama,Horror,Musical"
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,308860,Tim Burton,Christopher Bond,116,"Drama,Horror,Musical"
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,308860,Tim Burton,Hugh Wheeler,116,"Drama,Horror,Musical"
Ben X,2007,7.4,17294,Nic Balthazar,Carl Joos,93,"Drama,Thriller"
Ben X,2007,7.4,17294,Nic Balthazar,Rik D'Hiet,93,"Drama,Thriller"
Ben X,2007,7.4,17294,Nic Balthazar,Nic Balthazar,93,"Drama,Thriller"
Ben X,2007,7.4,17294,Nic Balthazar,Bram Renders,93,"Drama,Thriller"
Lars and the Real Girl,2007,7.4,125950,Craig Gillespie,Nancy Oliver,106,"Comedy,Drama,Romance"
Across the Universe,2007,7.4,98329,Julie Taymor,Julie Taymor,133,"Drama,Fantasy,Musical"
Across the Universe,2007,7.4,98329,Julie Taymor,Ian La Frenais,133,"Drama,Fantasy,Musical"
Across the Universe,2007,7.4,98329,Julie Taymor,Dick Clement,133,"Drama,Fantasy,Musical"
The Bucket List,2007,7.4,204159,Rob Reiner,Justin Zackham,97,"Adventure,Comedy,Drama"
Death at a Funeral,2007,7.4,97409,Frank Oz,Dean Craig,87,Comedy
99 francs,2007,7.3,16914,Jan Kounen,Bruno Lavaine,100,"Comedy,Drama"
99 francs,2007,7.3,16914,Jan Kounen,Frédéric Beigbeder,100,"Comedy,Drama"
99 francs,2007,7.3,16914,Jan Kounen,Nicolas Charlet,100,"Comedy,Drama"
99 francs,2007,7.3,16914,Jan Kounen,Jan Kounen,100,"Comedy,Drama"
Michael Clayton,2007,7.3,144188,Tony Gilroy,Tony Gilroy,119,"Crime,Drama,Mystery"
City of Men,2007,7.3,14042,Paulo Morelli,Elena Soarez,106,"Crime,Drama"
City of Men,2007,7.3,14042,Paulo Morelli,Roberto Moreira,106,"Crime,Drama"
City of Men,2007,7.3,14042,Paulo Morelli,Paulo Morelli,106,"Crime,Drama"
City of Men,2007,7.3,14042,Paulo Morelli,Bráulio Mantovani,106,"Crime,Drama"
Bhool Bhulaiyaa,2007,7.3,16330,Priyadarshan,Madhu Muttam,159,"Comedy,Horror,Mystery"
Bhool Bhulaiyaa,2007,7.3,16330,Priyadarshan,Neeraj Vora,159,"Comedy,Horror,Mystery"
Bhool Bhulaiyaa,2007,7.3,16330,Priyadarshan,Manisha Korde,159,"Comedy,Horror,Mystery"
Mongol: The Rise of Genghis Khan,2007,7.3,40571,Sergei Bodrov,Arif Aliev,126,"Action,Adventure,Biography"
Mongol: The Rise of Genghis Khan,2007,7.3,40571,Sergei Bodrov,Sergei Bodrov,126,"Action,Adventure,Biography"
Before the Devil Knows You're Dead,2007,7.3,87313,Sidney Lumet,Kelly Masterson,117,"Crime,Drama,Thriller"
Sunshine,2007,7.3,209794,Danny Boyle,Alex Garland,107,"Adventure,Sci-Fi,Thriller"
Namastey London,2007,7.3,17958,Vipul Amrutlal Shah,Suresh Nair,128,"Comedy,Drama,Romance"
Namastey London,2007,7.3,17958,Vipul Amrutlal Shah,Ritesh Shah,128,"Comedy,Drama,Romance"
Mr. Brooks,2007,7.3,132089,Bruce A. Evans,Raynold Gideon,120,"Crime,Drama,Thriller"
Mr. Brooks,2007,7.3,132089,Bruce A. Evans,Bruce A. Evans,120,"Crime,Drama,Thriller"
The Mist,2007,7.2,247619,Frank Darabont,Stephen King,126,"Horror,Sci-Fi,Thriller"
The Mist,2007,7.2,247619,Frank Darabont,Frank Darabont,126,"Horror,Sci-Fi,Thriller"
The Savages,2007,7.2,33538,Tamara Jenkins,Tamara Jenkins,114,"Comedy,Drama"
Shooter,2007,7.2,279274,Antoine Fuqua,Stephen Hunter,124,"Action,Crime,Drama"
Shooter,2007,7.2,279274,Antoine Fuqua,Jonathan Lemkin,124,"Action,Crime,Drama"
Bridge to Terabithia,2007,7.2,124063,Gabor Csupo,David Paterson,96,"Adventure,Drama,Family"
Bridge to Terabithia,2007,7.2,124063,Gabor Csupo,Katherine Paterson,96,"Adventure,Drama,Family"
Bridge to Terabithia,2007,7.2,124063,Gabor Csupo,Jeff Stockwell,96,"Adventure,Drama,Family"
